population,draw,tf,score,rank
Treg,564,EPAS1,2.69595779,149
Treg,565,HIF1A,5.29909457,17
Treg,565,NFKB1,4.17179661,52
Treg,565,STAT3,4.08733586,57
Treg,565,CREB1,4.35930103,44
Treg,565,ATF3,-0.938958826,558
Treg,565,REL,1.02937922,356
Treg,565,HSF1,3.91448533,66
Treg,565,EPAS1,1.3136694,311
Treg,566,HIF1A,5.38477769,17
Treg,566,NFKB1,4.60939621,36
Treg,566,STAT3,4.63771966,33
Treg,566,CREB1,3.26679347,115
Treg,566,ATF3,0.916015034,372
Treg,566,REL,3.38260258,102
Treg,566,HSF1,1.55237277,313
Treg,566,EPAS1,3.31121953,110
Treg,567,HIF1A,6.03659374,9
Treg,567,NFKB1,5.51611078,17
Treg,567,STAT3,4.0872565,50
Treg,567,CREB1,2.72142043,171
Treg,567,ATF3,0.678751273,429
Treg,567,REL,3.12338465,138
Treg,567,HSF1,1.85518709,271
Treg,567,EPAS1,4.69443367,31
Treg,568,HIF1A,5.9738258,9
Treg,568,NFKB1,4.83925181,34
Treg,568,STAT3,4.81712679,36
Treg,568,CREB1,5.42297773,15
Treg,568,ATF3,1.94789549,236
Treg,568,REL,3.24585635,115
Treg,568,HSF1,0.172455856,467
Treg,568,EPAS1,4.03153838,69
Treg,569,HIF1A,3.93634623,70
Treg,569,NFKB1,6.49515982,5
Treg,569,STAT3,5.47920984,14
Treg,569,CREB1,5.67442907,10
Treg,569,ATF3,3.56090151,91
Treg,569,REL,2.30960125,208
Treg,569,HSF1,1.75589065,271
Treg,569,EPAS1,2.88021802,147
Treg,570,HIF1A,4.18007076,53
Treg,570,NFKB1,6.61523333,9
Treg,570,STAT3,6.94221403,5
Treg,570,CREB1,5.91138609,15
Treg,570,ATF3,1.46481784,315
Treg,570,REL,1.8461952,262
Treg,570,HSF1,3.3823009,103
Treg,570,EPAS1,2.38731964,197
Treg,571,HIF1A,4.74594619,33
Treg,571,NFKB1,6.48467724,10
Treg,571,STAT3,6.71712729,7
Treg,571,CREB1,7.15006751,4
Treg,571,ATF3,1.83089963,265
Treg,571,REL,4.5127224,39
Treg,571,HSF1,1.9723099,249
Treg,571,EPAS1,2.77966892,157
Treg,572,HIF1A,5.74379977,17
Treg,572,NFKB1,5.3535464,22
Treg,572,STAT3,5.37181892,21
Treg,572,CREB1,5.29533212,24
Treg,572,ATF3,0.0847145785,464
Treg,572,REL,1.73990853,260
Treg,572,HSF1,1.74895416,254
Treg,572,EPAS1,1.35093268,312
Treg,573,HIF1A,5.48005468,17
Treg,573,NFKB1,5.9851189,13
Treg,573,STAT3,5.26067138,23
Treg,573,CREB1,6.69963409,6
Treg,573,ATF3,3.34237428,93
Treg,573,REL,2.96838917,132
Treg,573,HSF1,2.40933689,186
Treg,573,EPAS1,2.03909693,230
Treg,574,HIF1A,5.33983781,18
Treg,574,NFKB1,4.6004656,39
Treg,574,STAT3,6.49300477,6
Treg,574,CREB1,5.98596675,12
Treg,574,ATF3,-0.963212948,545
Treg,574,REL,1.07293831,358
Treg,574,HSF1,4.35053114,52
Treg,574,EPAS1,1.99553529,250
Treg,575,HIF1A,4.96186073,26
Treg,575,NFKB1,5.30748253,16
Treg,575,STAT3,3.51381411,92
Treg,575,CREB1,7.13087406,6
Treg,575,ATF3,-2.41116897,597
Treg,575,REL,3.24538434,113
Treg,575,HSF1,4.81127867,30
Treg,575,EPAS1,3.15009342,119
Treg,576,HIF1A,4.34773531,52
Treg,576,NFKB1,5.72749389,13
Treg,576,STAT3,2.52538344,188
Treg,576,CREB1,5.86126475,12
Treg,576,ATF3,3.5780683,90
Treg,576,REL,4.05861321,65
Treg,576,HSF1,4.95360421,29
Treg,576,EPAS1,4.75525119,36
Treg,577,HIF1A,5.61907282,15
Treg,577,NFKB1,7.64047712,3
Treg,577,STAT3,4.89405847,27
Treg,577,CREB1,6.50714847,7
Treg,577,ATF3,3.82086561,76
Treg,577,REL,3.38931165,104
Treg,577,HSF1,2.00046821,253
Treg,577,EPAS1,4.31732261,48
Treg,578,HIF1A,5.90160616,13
Treg,578,NFKB1,5.4740531,19
Treg,578,STAT3,4.17700923,57
Treg,578,CREB1,7.44819117,2
Treg,578,ATF3,2.73900779,163
Treg,578,REL,2.02128059,252
Treg,578,HSF1,2.65375317,174
Treg,578,EPAS1,1.8088403,280
Treg,579,HIF1A,4.82947232,27
Treg,579,NFKB1,4.6654444,35
Treg,579,STAT3,5.32094929,14
Treg,579,CREB1,5.9564351,9
Treg,579,ATF3,3.53651536,89
Treg,579,REL,4.84187822,26
Treg,579,HSF1,3.49203723,95
Treg,579,EPAS1,2.21652195,224
Treg,580,HIF1A,4.99132139,23
Treg,580,NFKB1,7.68486454,4
Treg,580,STAT3,5.08583538,21
Treg,580,CREB1,6.16973511,9
Treg,580,ATF3,-0.234174824,514
Treg,580,REL,5.41367293,18
Treg,580,HSF1,4.83152809,26
Treg,580,EPAS1,3.83901668,59
Treg,581,HIF1A,5.41728034,21
Treg,581,NFKB1,6.75530779,3
Treg,581,STAT3,5.22299438,22
Treg,581,CREB1,5.63953496,13
Treg,581,ATF3,1.15321791,346
Treg,581,REL,3.93936486,63
Treg,581,HSF1,3.42869569,101
Treg,581,EPAS1,0.911321765,374
Treg,582,HIF1A,3.60821786,78
Treg,582,NFKB1,6.66222181,4
Treg,582,STAT3,4.94092689,26
Treg,582,CREB1,3.57744287,80
Treg,582,ATF3,-0.945006384,550
Treg,582,REL,3.67738109,72
Treg,582,HSF1,2.27933551,185
Treg,582,EPAS1,2.0778874,206
Treg,583,HIF1A,3.03926657,127
Treg,583,NFKB1,5.32143782,18
Treg,583,STAT3,6.0244519499999996,10
Treg,583,CREB1,5.57329157,14
Treg,583,ATF3,1.08666121,362
Treg,583,REL,1.74395018,269
Treg,583,HSF1,0.605124272,420
Treg,583,EPAS1,4.3437766,42
Treg,584,HIF1A,3.47216853,94
Treg,584,NFKB1,6.13744154,10
Treg,584,STAT3,6.39145208,8
Treg,584,CREB1,5.95800313,11
Treg,584,ATF3,2.09591734,242
Treg,584,REL,4.15963591,45
Treg,584,HSF1,4.16995159,44
Treg,584,EPAS1,4.20569358,42
Treg,585,HIF1A,4.91963875,22
Treg,585,NFKB1,5.31715884,16
Treg,585,STAT3,5.10409445,19
Treg,585,CREB1,5.14557384,18
Treg,585,ATF3,3.56012412,87
Treg,585,REL,4.88383831,24
Treg,585,HSF1,2.64858398,159
Treg,585,EPAS1,3.40882852,99
Treg,586,HIF1A,5.96839801,12
Treg,586,NFKB1,5.96620143,13
Treg,586,STAT3,4.70986288,38
Treg,586,CREB1,4.25455058,54
Treg,586,ATF3,0.981295994,387
Treg,586,REL,4.71875667,34
Treg,586,HSF1,3.84731614,73
Treg,586,EPAS1,2.55707241,187
Treg,587,HIF1A,5.16330409,27
Treg,587,NFKB1,4.73204631,40
Treg,587,STAT3,4.67369856,42
Treg,587,CREB1,3.68621035,82
Treg,587,ATF3,1.71256112,285
Treg,587,REL,2.71892164,167
Treg,587,HSF1,4.45962143,49
Treg,587,EPAS1,3.09173902,134
Treg,588,HIF1A,5.46654051,17
Treg,588,NFKB1,5.95246997,11
Treg,588,STAT3,5.76255596,14
Treg,588,CREB1,6.53835458,5
Treg,588,ATF3,1.01294331,396
Treg,588,REL,2.85939806,150
Treg,588,HSF1,1.17963894,365
Treg,588,EPAS1,1.32688267,341
Treg,589,HIF1A,6.92764607,5
Treg,589,NFKB1,6.54376657,9
Treg,589,STAT3,4.90773286,33
Treg,589,CREB1,6.83082138,7
Treg,589,ATF3,1.37578462,322
Treg,589,REL,4.0081499,65
Treg,589,HSF1,1.13381219,355
Treg,589,EPAS1,1.75918544,277
Treg,590,HIF1A,5.5772471,15
Treg,590,NFKB1,6.6169298,7
Treg,590,STAT3,5.47404223,16
Treg,590,CREB1,4.25226182,50
Treg,590,ATF3,-0.142310758,516
Treg,590,REL,3.9100736,66
Treg,590,HSF1,1.88495733,275
Treg,590,EPAS1,3.46912596,96
Treg,591,HIF1A,5.9995722,11
Treg,591,NFKB1,6.41805959,5
Treg,591,STAT3,4.53755959,44
Treg,591,CREB1,3.84664121,77
Treg,591,ATF3,3.2991096,116
Treg,591,REL,3.79614021,84
Treg,591,HSF1,2.52205615,185
Treg,591,EPAS1,1.75899186,289
Treg,592,HIF1A,6.18956171,7
Treg,592,NFKB1,5.26272933,17
Treg,592,STAT3,4.76337898,28
Treg,592,CREB1,4.43905368,44
Treg,592,ATF3,0.668760999,425
Treg,592,REL,3.90634059,68
Treg,592,HSF1,4.64858576,30
Treg,592,EPAS1,3.22676481,114
Treg,593,HIF1A,6.29909597,8
Treg,593,NFKB1,7.14797656,6
Treg,593,STAT3,5.5824002,15
Treg,593,CREB1,5.47758437,21
Treg,593,ATF3,2.2991567,218
Treg,593,REL,5.11974355,30
Treg,593,HSF1,2.17774153,239
Treg,593,EPAS1,4.18623984,63
Treg,594,HIF1A,5.67544734,17
Treg,594,NFKB1,5.71367661,15
Treg,594,STAT3,4.17400551,52
Treg,594,CREB1,5.9574243,11
Treg,594,ATF3,3.71403891,81
Treg,594,REL,5.40505343,19
Treg,594,HSF1,2.3582831,192
Treg,594,EPAS1,3.34732787,107
Treg,595,HIF1A,4.92676743,31
Treg,595,NFKB1,6.26431989,6
Treg,595,STAT3,4.39570791,36
Treg,595,CREB1,5.42768991,16
Treg,595,ATF3,1.50317287,315
Treg,595,REL,5.135908,26
Treg,595,HSF1,3.27575291,117
Treg,595,EPAS1,4.3251011,40
Treg,596,HIF1A,4.53095049,37
Treg,596,NFKB1,6.96119046,3
Treg,596,STAT3,4.37971843,44
Treg,596,CREB1,6.78276592,5
Treg,596,ATF3,2.83328929,166
Treg,596,REL,5.46101389,16
Treg,596,HSF1,3.5215907,100
Treg,596,EPAS1,6.80892672,4
Treg,597,HIF1A,4.95324628,28
Treg,597,NFKB1,6.81698588,3
Treg,597,STAT3,4.75041942,38
Treg,597,CREB1,5.94426769,9
Treg,597,ATF3,2.41011917,203
Treg,597,REL,5.9275295,10
Treg,597,HSF1,2.25516164,223
Treg,597,EPAS1,4.2147269,51
Treg,598,HIF1A,4.70334215,33
Treg,598,NFKB1,5.4625609,12
Treg,598,STAT3,4.81200047,27
Treg,598,CREB1,8.02482918,1
Treg,598,ATF3,1.40152609,342
Treg,598,REL,5.40529934,14
Treg,598,HSF1,2.37357915,215
Treg,598,EPAS1,1.59334684,312
Treg,599,HIF1A,6.4547841,6
Treg,599,NFKB1,5.73935715,10
Treg,599,STAT3,8.37197101,1
Treg,599,CREB1,6.21831138,7
Treg,599,ATF3,1.55904047,305
Treg,599,REL,4.03679638,65
Treg,599,HSF1,3.64084104,92
Treg,599,EPAS1,1.51459382,311
Treg,600,HIF1A,5.63841695,15
Treg,600,NFKB1,5.61341286,16
Treg,600,STAT3,5.69460699,13
Treg,600,CREB1,6.15711781,8
Treg,600,ATF3,3.82999186,72
Treg,600,REL,2.78518604,158
Treg,600,HSF1,4.39242461,47
Treg,600,EPAS1,2.23693234,235
Treg,601,HIF1A,7.59614838,4
Treg,601,NFKB1,6.14007149,12
Treg,601,STAT3,5.32995169,20
Treg,601,CREB1,6.1305002,13
Treg,601,ATF3,0.890208711,391
Treg,601,REL,3.09898569,127
Treg,601,HSF1,3.14483125,121
Treg,601,EPAS1,2.22650904,199
Treg,602,HIF1A,5.19216276,22
Treg,602,NFKB1,7.30366143,4
Treg,602,STAT3,4.96394437,25
Treg,602,CREB1,4.69253082,34
Treg,602,ATF3,0.0572666879,496
Treg,602,REL,3.7134954,77
Treg,602,HSF1,5.8446703,13
Treg,602,EPAS1,2.36302903,202
Treg,603,HIF1A,5.97059743,9
Treg,603,NFKB1,3.9047311,61
Treg,603,STAT3,4.90100513,25
Treg,603,CREB1,4.7228505,31
Treg,603,ATF3,1.03192816,367
Treg,603,REL,2.48843975,185
Treg,603,HSF1,4.80847456,27
Treg,603,EPAS1,3.02719748,124
Treg,604,HIF1A,4.95645445,35
Treg,604,NFKB1,5.63204418,19
Treg,604,STAT3,5.8798793,12
Treg,604,CREB1,3.49295267,101
Treg,604,ATF3,1.19658883,362
Treg,604,REL,5.22104179,29
Treg,604,HSF1,4.71220612,43
Treg,604,EPAS1,3.47565258,103
Treg,605,HIF1A,2.7586629,155
Treg,605,NFKB1,3.13771183,118
Treg,605,STAT3,4.3666995,38
Treg,605,CREB1,6.07199304,14
Treg,605,ATF3,0.591840455,430
Treg,605,REL,2.84498394,146
Treg,605,HSF1,2.04064031,237
Treg,605,EPAS1,2.24075502,213
Treg,606,HIF1A,4.89667359,26
Treg,606,NFKB1,3.5902404,86
Treg,606,STAT3,4.37399322,39
Treg,606,CREB1,6.79041813,4
Treg,606,ATF3,2.45478434,203
Treg,606,REL,5.19342735,20
Treg,606,HSF1,1.54934098,315
Treg,606,EPAS1,0.941621057,399
Treg,607,HIF1A,4.09716866,56
Treg,607,NFKB1,4.8206958,33
Treg,607,STAT3,4.70605551,35
Treg,607,CREB1,5.69794889,16
Treg,607,ATF3,3.28756008,110
Treg,607,REL,4.02226909,58
Treg,607,HSF1,1.01435454,403
Treg,607,EPAS1,1.86057581,285
Treg,608,HIF1A,4.32372627,44
Treg,608,NFKB1,5.09333432,24
Treg,608,STAT3,4.88914915,31
Treg,608,CREB1,3.87008604,65
Treg,608,ATF3,3.77430867,70
Treg,608,REL,3.78345053,69
Treg,608,HSF1,1.04712,365
Treg,608,EPAS1,1.7007325,275
Treg,609,HIF1A,4.72931468,30
Treg,609,NFKB1,5.19778339,16
Treg,609,STAT3,2.7625304,161
Treg,609,CREB1,7.16188203,4
Treg,609,ATF3,1.1426032,358
Treg,609,REL,3.27669835,110
Treg,609,HSF1,2.62062722,174
Treg,609,EPAS1,1.2508878,342
Treg,610,HIF1A,5.06889536,19
Treg,610,NFKB1,5.70926795,10
Treg,610,STAT3,2.71415748,163
Treg,610,CREB1,4.93986683,23
Treg,610,ATF3,0.648427966,420
Treg,610,REL,2.02674803,240
Treg,610,HSF1,1.72690947,276
Treg,610,EPAS1,0.234055144,466
Treg,611,HIF1A,4.98991006,28
Treg,611,NFKB1,4.83723454,32
Treg,611,STAT3,3.17475141,118
Treg,611,CREB1,7.14729744,3
Treg,611,ATF3,2.38710442,190
Treg,611,REL,3.31694998,108
Treg,611,HSF1,2.97337554,136
Treg,611,EPAS1,1.93252168,248
Treg,612,HIF1A,3.48119819,97
Treg,612,NFKB1,4.42687036,39
Treg,612,STAT3,5.07404163,25
Treg,612,CREB1,5.09910128,23
Treg,612,ATF3,1.40740225,320
Treg,612,REL,3.87334226,72
Treg,612,HSF1,3.32403986,113
Treg,612,EPAS1,2.54492331,176
Treg,613,HIF1A,3.01044837,129
Treg,613,NFKB1,5.05264042,25
Treg,613,STAT3,4.29126464,46
Treg,613,CREB1,5.45255191,20
Treg,613,ATF3,0.262433783,462
Treg,613,REL,3.72343127,87
Treg,613,HSF1,4.10951886,57
Treg,613,EPAS1,3.02234622,128
Treg,614,HIF1A,5.50282586,15
Treg,614,NFKB1,5.03885021,25
Treg,614,STAT3,3.83698623,70
Treg,614,CREB1,4.23555745,49
Treg,614,ATF3,0.516070615,429
Treg,614,REL,3.19568741,115
Treg,614,HSF1,1.22478215,339
Treg,614,EPAS1,4.00223676,64
Treg,615,HIF1A,5.41438206,17
Treg,615,NFKB1,5.57002481,13
Treg,615,STAT3,4.65137581,38
Treg,615,CREB1,5.16205287,24
Treg,615,ATF3,1.01246734,375
Treg,615,REL,2.19539082,220
Treg,615,HSF1,0.918508558,385
Treg,615,EPAS1,4.20625854,58
Treg,616,HIF1A,4.97744701,30
Treg,616,NFKB1,5.01254624,28
Treg,616,STAT3,4.25473351,53
Treg,616,CREB1,5.8149579,16
Treg,616,ATF3,-1.57421784,580
Treg,616,REL,4.74237674,38
Treg,616,HSF1,1.25480847,328
Treg,616,EPAS1,2.55080469,179
Treg,617,HIF1A,6.66528373,7
Treg,617,NFKB1,5.96031962,12
Treg,617,STAT3,4.40402897,44
Treg,617,CREB1,4.15220083,55
Treg,617,ATF3,1.82970935,280
Treg,617,REL,4.69972587,32
Treg,617,HSF1,2.40965301,196
Treg,617,EPAS1,2.03621025,253
Treg,618,HIF1A,7.40420071,5
Treg,618,NFKB1,7.29722192,6
Treg,618,STAT3,5.9559256,12
Treg,618,CREB1,3.4822374,96
Treg,618,ATF3,1.56572777,303
Treg,618,REL,3.15000361,119
Treg,618,HSF1,2.0670311200000002,238
Treg,618,EPAS1,1.56739735,302
Treg,619,HIF1A,4.11050077,56
Treg,619,NFKB1,6.16396223,9
Treg,619,STAT3,5.26561317,17
Treg,619,CREB1,4.0674504,59
Treg,619,ATF3,-0.212030446,511
Treg,619,REL,4.26118663,49
Treg,619,HSF1,2.40539917,188
Treg,619,EPAS1,2.93773709,139
Treg,620,HIF1A,5.30926812,14
Treg,620,NFKB1,7.08220473,4
Treg,620,STAT3,4.53669069,44
Treg,620,CREB1,5.19858703,21
Treg,620,ATF3,1.07221748,375
Treg,620,REL,6.4084018,7
Treg,620,HSF1,3.08295109,133
Treg,620,EPAS1,3.06826165,136
Treg,621,HIF1A,6.11461967,14
Treg,621,NFKB1,5.48763866,18
Treg,621,STAT3,5.0265015,25
Treg,621,CREB1,3.10533739,125
Treg,621,ATF3,1.63376612,293
Treg,621,REL,3.76214527,70
Treg,621,HSF1,3.56481762,86
Treg,621,EPAS1,3.24926057,113
Treg,622,HIF1A,6.16424423,8
Treg,622,NFKB1,4.96954109,22
Treg,622,STAT3,4.60492639,35
Treg,622,CREB1,3.78192867,75
Treg,622,ATF3,0.80856734,399
Treg,622,REL,4.86390669,27
Treg,622,HSF1,2.51395403,178
Treg,622,EPAS1,3.59755123,95
Treg,623,HIF1A,5.74712719,9
Treg,623,NFKB1,5.01953718,23
Treg,623,STAT3,5.3188436,15
Treg,623,CREB1,3.69816755,76
Treg,623,ATF3,1.02056615,367
Treg,623,REL,4.51484069,34
Treg,623,HSF1,1.50152821,308
Treg,623,EPAS1,4.49444001,38
Treg,624,HIF1A,7.2320122,2
Treg,624,NFKB1,2.02982177,218
Treg,624,STAT3,5.29556101,25
Treg,624,CREB1,3.74408017,73
Treg,624,ATF3,1.19397266,345
Treg,624,REL,1.02441856,367
Treg,624,HSF1,1.02043179,368
Treg,624,EPAS1,3.96349959,64
Treg,625,HIF1A,4.31556315,43
Treg,625,NFKB1,2.50986301,168
Treg,625,STAT3,3.41729549,84
Treg,625,CREB1,4.58162713,32
Treg,625,ATF3,3.30847035,91
Treg,625,REL,3.67148739,68
Treg,625,HSF1,2.92215809,126
Treg,625,EPAS1,3.66949145,69
Treg,626,HIF1A,4.59940825,34
Treg,626,NFKB1,3.22541523,109
Treg,626,STAT3,3.49464319,86
Treg,626,CREB1,3.59720984,80
Treg,626,ATF3,0.487256595,450
Treg,626,REL,3.50821858,85
Treg,626,HSF1,2.91075155,139
Treg,626,EPAS1,2.80665389,152
Treg,627,HIF1A,3.99830223,67
Treg,627,NFKB1,4.50256418,41
Treg,627,STAT3,2.90992449,144
Treg,627,CREB1,2.21409983,215
Treg,627,ATF3,1.43830112,328
Treg,627,REL,2.77407569,157
Treg,627,HSF1,1.24400245,354
Treg,627,EPAS1,1.97978225,252
Treg,628,HIF1A,3.69931936,73
Treg,628,NFKB1,5.19181349,20
Treg,628,STAT3,2.78665685,156
Treg,628,CREB1,2.41892503,197
Treg,628,ATF3,1.11039662,360
Treg,628,REL,3.86032691,64
Treg,628,HSF1,1.1822044,350
Treg,628,EPAS1,3.26557347,108
Treg,629,HIF1A,5.27628016,21
Treg,629,NFKB1,3.25578176,110
Treg,629,STAT3,3.02980482,133
Treg,629,CREB1,3.5522073,90
Treg,629,ATF3,3.02176115,135
Treg,629,REL,3.48281953,95
Treg,629,HSF1,3.40284836,100
Treg,629,EPAS1,1.18596935,338
Treg,630,HIF1A,5.7196313,14
Treg,630,NFKB1,4.21608402,52
Treg,630,STAT3,5.0045202,23
Treg,630,CREB1,4.54490191,37
Treg,630,ATF3,1.95151993,240
Treg,630,REL,1.97543411,236
Treg,630,HSF1,4.15558558,54
Treg,630,EPAS1,1.41969842,321
Treg,631,HIF1A,6.00214517,8
Treg,631,NFKB1,5.23701119,18
Treg,631,STAT3,5.94595747,9
Treg,631,CREB1,4.55115924,40
Treg,631,ATF3,1.06488672,377
Treg,631,REL,2.20621366,215
Treg,631,HSF1,5.21919761,19
Treg,631,EPAS1,1.32821612,335
Treg,632,HIF1A,4.65357338,31
Treg,632,NFKB1,4.11861903,56
Treg,632,STAT3,4.28671628,42
Treg,632,CREB1,5.00634556,18
Treg,632,ATF3,2.83300848,146
Treg,632,REL,3.13174058,120
Treg,632,HSF1,4.10612891,58
Treg,632,EPAS1,2.55644235,171
Treg,633,HIF1A,5.16176102,23
Treg,633,NFKB1,4.42180043,42
Treg,633,STAT3,4.56828126,39
Treg,633,CREB1,5.15046239,24
Treg,633,ATF3,2.67337554,180
Treg,633,REL,2.71253836,173
Treg,633,HSF1,4.94240429,29
Treg,633,EPAS1,2.49659141,204
Treg,634,HIF1A,6.43588285,7
Treg,634,NFKB1,3.91099089,70
Treg,634,STAT3,6.63993203,6
Treg,634,CREB1,5.21324323,22
Treg,634,ATF3,1.09368457,354
Treg,634,REL,4.4486036,43
Treg,634,HSF1,4.87330331,30
Treg,634,EPAS1,5.16524943,23
Treg,635,HIF1A,4.60820722,30
Treg,635,NFKB1,4.44081111,38
Treg,635,STAT3,4.62232687,29
Treg,635,CREB1,5.17407476,18
Treg,635,ATF3,3.68779537,78
Treg,635,REL,3.4614959,95
Treg,635,HSF1,3.70002268,74
Treg,635,EPAS1,3.82536104,66
Treg,636,HIF1A,7.0698974,7
Treg,636,NFKB1,5.92973165,13
Treg,636,STAT3,7.54429098,4
Treg,636,CREB1,4.37848265,48
Treg,636,ATF3,1.41072094,321
Treg,636,REL,0.857753619,407
Treg,636,HSF1,4.80276438,32
Treg,636,EPAS1,3.46554675,93
Treg,637,HIF1A,7.59355984,3
Treg,637,NFKB1,6.18972029,12
Treg,637,STAT3,5.87744408,17
Treg,637,CREB1,5.22075538,26
Treg,637,ATF3,3.55207827,85
Treg,637,REL,3.53745371,86
Treg,637,HSF1,3.82281673,63
Treg,637,EPAS1,0.970509686,361
Treg,638,HIF1A,5.54759062,16
Treg,638,NFKB1,6.94151093,3
Treg,638,STAT3,5.61916308,14
Treg,638,CREB1,5.57380526,15
Treg,638,ATF3,1.13625043,364
Treg,638,REL,3.75874572,74
Treg,638,HSF1,1.87796916,250
Treg,638,EPAS1,4.64996969,32
Treg,639,HIF1A,6.04808879,8
Treg,639,NFKB1,7.0500341,6
Treg,639,STAT3,5.08532579,19
Treg,639,CREB1,3.95884671,58
Treg,639,ATF3,1.08446397,356
Treg,639,REL,2.27345685,200
Treg,639,HSF1,4.92714667,21
Treg,639,EPAS1,3.88191504,62
Treg,640,HIF1A,5.93532781,14
Treg,640,NFKB1,5.95371248,13
Treg,640,STAT3,3.28389951,100
Treg,640,CREB1,5.46168364,18
Treg,640,ATF3,0.696291436,407
Treg,640,REL,1.63613952,285
Treg,640,HSF1,5.07800169,25
Treg,640,EPAS1,3.05943501,118
Treg,641,HIF1A,6.23157607,8
Treg,641,NFKB1,6.80868253,6
Treg,641,STAT3,4.26765773,49
Treg,641,CREB1,5.18718344,23
Treg,641,ATF3,1.31783621,337
Treg,641,REL,3.93069955,67
Treg,641,HSF1,3.34258146,110
Treg,641,EPAS1,2.21809915,222
Treg,642,HIF1A,6.11171798,11
Treg,642,NFKB1,4.69798301,35
Treg,642,STAT3,3.79647454,81
Treg,642,CREB1,6.34274448,9
Treg,642,ATF3,2.53602367,173
Treg,642,REL,3.46626337,109
Treg,642,HSF1,5.3239,22
Treg,642,EPAS1,-0.0920008542,489
Treg,643,HIF1A,6.63346053,5
Treg,643,NFKB1,4.93898037,27
Treg,643,STAT3,5.55980546,14
Treg,643,CREB1,5.14756226,24
Treg,643,ATF3,-0.353977266,514
Treg,643,REL,4.58778103,35
Treg,643,HSF1,3.86323059,64
Treg,643,EPAS1,2.38001098,209
Treg,644,HIF1A,5.73187451,10
Treg,644,NFKB1,3.7874595,71
Treg,644,STAT3,4.85531903,30
Treg,644,CREB1,4.57527756,36
Treg,644,ATF3,0.445353025,444
Treg,644,REL,5.25764945,22
Treg,644,HSF1,2.66650048,167
Treg,644,EPAS1,3.34767537,102
Treg,645,HIF1A,5.30798485,19
Treg,645,NFKB1,1.30380138,350
Treg,645,STAT3,6.16671632,9
Treg,645,CREB1,5.3519951,17
Treg,645,ATF3,2.77456961,157
Treg,645,REL,3.30467346,105
Treg,645,HSF1,2.17014489,226
Treg,645,EPAS1,2.35295093,202
Treg,646,HIF1A,5.12811145,22
Treg,646,NFKB1,2.86871984,146
Treg,646,STAT3,7.41847732,4
Treg,646,CREB1,5.8115803,14
Treg,646,ATF3,0.78361508,407
Treg,646,REL,1.92665274,257
Treg,646,HSF1,1.73934793,283
Treg,646,EPAS1,2.58023148,175
Treg,647,HIF1A,4.98064399,27
Treg,647,NFKB1,5.14750206,23
Treg,647,STAT3,5.25699854,21
Treg,647,CREB1,6.12124212,8
Treg,647,ATF3,2.96562929,121
Treg,647,REL,3.55693489,76
Treg,647,HSF1,3.64924441,68
Treg,647,EPAS1,3.4942459,82
Treg,648,HIF1A,4.69517458,31
Treg,648,NFKB1,4.05580001,72
Treg,648,STAT3,4.7687118,29
Treg,648,CREB1,4.81679286,26
Treg,648,ATF3,0.0754727363,468
Treg,648,REL,4.54405087,38
Treg,648,HSF1,2.1928326400000002,219
Treg,648,EPAS1,3.08704378,124
Treg,649,HIF1A,4.98480566,27
Treg,649,NFKB1,5.4412563,21
Treg,649,STAT3,6.25978156,9
Treg,649,CREB1,5.02875274,25
Treg,649,ATF3,4.02273341,56
Treg,649,REL,4.93028027,29
Treg,649,HSF1,-0.088595044,484
Treg,649,EPAS1,4.01605497,57
Treg,650,HIF1A,5.70633845,14
Treg,650,NFKB1,4.3991675,45
Treg,650,STAT3,4.68480606,32
Treg,650,CREB1,6.36727221,8
Treg,650,ATF3,3.33748397,105
Treg,650,REL,2.49474006,184
Treg,650,HSF1,1.27443987,334
Treg,650,EPAS1,5.00262286,24
Treg,651,HIF1A,6.15975293,9
Treg,651,NFKB1,5.28300912,22
Treg,651,STAT3,3.56523077,93
Treg,651,CREB1,3.56485384,94
Treg,651,ATF3,-0.0295285771,495
Treg,651,REL,1.18581938,354
Treg,651,HSF1,1.17817806,356
Treg,651,EPAS1,7.03032943,5
Treg,652,HIF1A,6.95430991,5
Treg,652,NFKB1,7.12948751,4
Treg,652,STAT3,4.6505406,36
Treg,652,CREB1,5.72656121,12
Treg,652,ATF3,2.75241424,170
Treg,652,REL,-0.0908750992,495
Treg,652,HSF1,3.20922441,118
Treg,652,EPAS1,2.88572581,153
Treg,653,HIF1A,6.02377061,8
Treg,653,NFKB1,6.39981235,6
Treg,653,STAT3,4.2553049,37
Treg,653,CREB1,4.20705203,41
Treg,653,ATF3,3.3651841,89
Treg,653,REL,3.92350242,57
Treg,653,HSF1,2.7709553,155
Treg,653,EPAS1,2.41413736,201
Treg,654,HIF1A,6.68830732,9
Treg,654,NFKB1,6.03633573,12
Treg,654,STAT3,6.77307064,7
Treg,654,CREB1,5.05962586,27
Treg,654,ATF3,0.109367817,486
Treg,654,REL,3.7871456,61
Treg,654,HSF1,5.26652407,20
Treg,654,EPAS1,1.80395021,270
Treg,655,HIF1A,6.19570072,13
Treg,655,NFKB1,6.97504646,4
Treg,655,STAT3,7.45207689,3
Treg,655,CREB1,4.69660516,36
Treg,655,ATF3,2.51170285,185
Treg,655,REL,4.80470244,33
Treg,655,HSF1,2.99832976,136
Treg,655,EPAS1,0.593153796,430
